product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
241821017,r1hirde2qh5fxl,10884338,241821017,5,1,n,True,2,used only two days but seems perfect!,"this product was just released so i have only used it for two days. my baby seems to love it! i have tried other noise machines in the past, however, they usually play the sound on a 5-10 second loop. i can always detect the loop and it drives my crazy. this machine does not do that. the sounds are actually soothing. reminds me of a spa. here is my pro and cons list for this product.<br /><br />pros:<br />-great sounds<br />-love how the mirror has little light-ups on it<br />-soft for the baby<br />-changes colors from blue to green<br />-love the stars effect on the ceiling<br />-easy installation<br /><br />cons:<br />-the stars only cover approx 10sqft of the ceiling. i guess this is just enough to cover the ceiling above the crib but i wish there were more bc my baby looks around.<br />-room must be completely dark to see the stars on the ceiling. this is not an issue at night, but nap time during the day may be an issue<br />-poor speaker placement. the speaker is on the back of the unit. if the unit is attached to a wooden crib, the rails can cover the speaker and cause distortion. this could be resolved by brica by moving the speaker to the top or bottom or the unit.<br /><br />although there are a few cons, i would absolutely recommend this product to anyone looking for a sound machine/projector.",2/6/2014,5,5.0,1,1,100.0
241849696,RIIPYUSDNIQP5,19932898,241849696,4,1,N,False,1,Great Sterilizer,We bought this for our third baby who was born 5 weeks early and the hospital recommended sterilizing for pre-term babies.  <br />The sterilizer was very easy and fast to use. The only down side is it takes up quite a bit of space for storage.,4/7/2005,5,5.0,1,0,100.0
242060592,r3hypz0meh9bda,12083587,242060592,5,1,n,True,2,cute design,"my two kids use many products from thermos, and this is by far my favorite design! and of curse, all thermos we have work totally great without any complaints. that's why i keep getting more from them.",3/19/2014,5,5.0,1,1,100.0
242140507,r2pi6w5hppcsso,46608154,242140507,5,4,N,False,4,Great Double Jogger Stroller!,"Ordered it 4 days ago and just received it today from RideOnDepot.com for 416.98 and no shipping. They have a pricey 25% restocking fee but after reading up on the 20 wheel double jogger, I felt the great write ups and the good deal they offered outweighed the risk of return. Was a little confusing to set up at first until I realized most of what the instructions said to do was already done. Pretty much just had to slide a couple of frame pieced together and pop the wheels on. Took the 16 month old twins out for a test drive. You very much get what you pay for! <br />Great lightweight stroller for running with the kiddies! Holds the road true and bends and sways a little with you and the road (a good thing). Our neighbor gave us their old InStep which they've outgrown and it pulled to the right, and was just not comfortable for running. While it's also great for walking (I also put a CD player in the under basket with Vivaldi's Four Seasons or something else calming for the kids like George Winston) if that's all one is going to do then one of those cheaper strollers with the flimsey swivel front wheel may be the better way to go. But if you're going to run some of the time with it, this is the best we've checked out. I assume the kids like it also as they were out in minutes. <br />Lighweight, holds the road great, I set the tires at about 43 lbs (40 to 65lb range) and the ride/run was comfy. Not fatiguing at all! Pleant of pockets for cell phone, water, cd player, even brought the mail in one of the pockets, great canopies and safety features: hand brakes, two wheel locks and wrist strap in case you fall on a hill and the red color stands out to passing motorists, I wasn't sure about the res at first but it really looks sharp against the black <br />it's a little pricier than we were planning on going but it's well worth every penny! Other than that I can't think of a con just yet. Maybe if don't have double doors like us and you need to bring it inside, you maywant to look into their easily collapsible Q model. <br />",4/8/2005,5,5.0,1,0,100.0
242147455,r161kcmyi20stb,49181338,242147455,2,2,n,True,3,very difficult for healing mom.,"my wife picked out this stroller for our twins.  the stroller wrks fine and i have no problems with it once it is opened.  when i am not around, though, this stroller could hurt my wife.  this thing is heavy.  it is especially heavy for a woman who has reccently given birth.  my wife is also short.  my biggest issue with this stroller is how it opens.  imagine holding your hand out, palm down.  now touch your fingertips to your palm.  with your fingers touching your palm in this position: this is how the stroller waits to be opened.  imagine this: pick up the heavy, folder strolller out of the minivan.  set it on the ground.  now lift the handles... the stroller opens away from you.  my wife literally has to lift the entire stroller off the ground while opening it.  it says it is spring-loaded to ease opening but it doesnt help her at all.  is it possible we are doing it wrong?  maybe.  but i don't think so.  i've read the manual.  when it closes it literally is pulled away from you about five feet.  pull the latch and guide it down.... then i have to let go or get on my knees and follow it.  i have come to hate this stroller because of this.<br /><br />as far as a wide stroller is concerned, get ready for difficulty getting into and out of many stores.  we have found that it is very difficult to navigate a wide stroller in this \\i have only one kid\\ world.",8/10/2012,5,4.0,1,1,0.0
242569790,r102eu15icq4yw,5433886,242569790,5,1,n,True,1,five stars,great！,12/2/2014,5,5.0,1,1,100.0
243005495,r3vkegexlmakc9,16985249,243005495,3,1,n,True,2,good but with some reservations.,"i am new to cloth diapering. i read the reviews and decided to give these a try. they are definitely better than the microfiber ones that i started out with. after ten washes they seem to be quite absorbent. i like the gray color because they don't show stains.<br /><br />cons: they are a bit bulky for my 12 lb 2 month old but i figure as she grows they will fit more appropriately. after about the 4th or 5th wash the sewing on the the inside started pulling out on 4 of my diapers. i sewed it back up with no problems but someone without a sewing machine may have a harder time. i read some reviews that these don't smell and babies don't get rashes with them and i disagree. my baby is bf only and i put them in the bag dry then soak them a little before i wash them on hot and dry them on low and they still have an odd smell to them. even after i hang them outside. i don't like it and i don't know what i am doing wrong. so if someone could please enlighten me, i would be deeply grateful.<br /><br />bottom line: good for the price, but i would probably have tried something different had i known about these things.",10/25/2014,4,4.0,1,1,0.0
243185466,r2q9e3hrrgovat,16129933,243185466,3,1,n,True,2,toxic & not bpa free...,it has the california prop 65 warning:<br />we are providing the following warning for products linked to this page:<br /><br />warning: this product contains chemicals known to the state of california to cause cancer and birth defects or other reproductive harm.<br /><br /> also no where on product packaging does it say bpa free. disappointed.,10/14/2013,1,2.0,1,1,-100.0
243228923,r2y3mg8xdsy2wh,37304862,243228923,5,1,n,True,1,absorbant and soft!,"i really like these. after previously using the thirsties hemp inserts, we decided to try these babykicks when we needed to up our stash of hemp. we love these. not only do they absorb more, in volume, that the thirsties brand, but they are thinner and dry faster. our little one is only 12 weeks old, and the small is the perfect size insert for her pocket diapers. as she grows, we can always still use it as a doubler.",11/12/2011,5,5.0,1,1,100.0
243232249,rmkdoerwnkxxd,17005859,243232249,2,3,n,True,3,2011. 2015. two kids. less than 6 months total use and it broke.,"in 2011 we purchased this cradle. we used it with our daughter post nicu from one month (after she was released) until 3 months. from 3-5 months it was used occasionally, but being a 10lb baby she didn't have much growing room.<br /><br />at the three month point i had my gallbladder removed and it was too difficult to get her out of this at night post surgery so we began co sleeping.<br /><br />we didn't get to use it how we imagined but we kept it in case we had another child. so for the next three years it was properly stored.<br /><br />in 2015 we had our next child, 9lbs at birth he was smaller so he fit more easily in the cradle. he used it a decent amount in his first three months and slowly tapered off as the four month sleep regression kicked in. then we went to roll it from beside our bed and crack. one foot bend in under the cradle. so now we have to take this thing apart and junk it because it broke. we barely got a total of 6 months between two babies and it broke. seriously?<br /><br />now we are using a co-sleeper in its place. which is what i would recommend. or just a small second crib like the sniglar from ikea. something. even a gulliver from ikea would be better financially.<br /><br />i'm disappointed that for $160 we got 6 months of use. maybe.",8/18/2015,4,3.0,1,1,-100.0
