product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_body_length,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
165310865,R16I5OX4THTYGU,32963273,165310865,5,0,N,True,0,"Smells good, works good, looks good","It smells good, is a nice texture (not too thick, not runny), and doesn't weigh down my long, fine hair.  I rub a bit on the split ends on any stray hairs - a great grooming creme.  A little goes a long way.  Cool pink pump container, too.",2/26/2011,239,5,5.0,1,1,100.0
166304279,R2FQPUA147LNMT,16010960,166304279,2,0,N,True,2,Buy Petroleum jelly instead - costs way less,This simply felt like a lighter petroleum jelly and was in a tube. Been using it for a week and notice no difference. Easily wears off in five minutes. CLinique's lip scrub made my lips feel better.,3/11/2010,198,2,2.0,1,1,-100.0
167308884,R20U05EBKLDB8D,46095936,167308884,1,4,N,True,7,"waste of money, fraud","The description of this item is not accurate. It doesn't specify that it won't fit most of the tubs. When I got it I saw that my tub is too high for it, but it was too late - they don't allow a return even if bench wasn't unpacked. Waste of money.",7/2/2011,247,1,1.0,1,1,-100.0
168649310,R8X1RMK5JDGKM,1975758,168649310,3,0,N,True,0,I enjoyed using this at the beginning,"I enjoyed using this at the beginning.  After few months of use, it gets over hot easily and I have to stop and wait until it cools down.",8/22/2015,137,1,2.0,29,29,27.59
169305956,R2V8IGIX9OBBMI,18900994,169305956,5,5,N,True,6,"Love it, Purse size, Pricey & Worth It. Smells like Fruit Loops.","I love tsi-la. Their scents are great and all natural without making you smell like an incense shop. I've tried other natural scents that are overpowering or as my non-crunchy sister would say it smells ethnic in here when I walk into a room. Moving on, all the tsi-la scents I've tried are great. I dont use perfume every day, but I keep this little rollerball in my purse cosmetic bag in case I go to an afterwork event or to freshen up if I'm on the go all day before meeting someone out. I'm no scent expert, but to me Fiori d'Arancio smells like *delicate fruit loops* Ok that sounds totally wacky but its a sweet, clean fruity smell, and smells natural--you can tell there arent chemicals in the scent unlike gross body splashes and stuff. its really hard to find a way to smell these before purchasing too, (occasionally you can find sample vials on an auction or deal site) and they are expensive, so the mini is a great way to test it out in an affordable way before upgrading to a full size. If the fruit loop smell is not for you, pass it on to a teenage girl you love. Personally I love it! Sometimes I mix it with my lavanilla rollerball for a delicious fruity vanilla scent! If you are concerned that perfume has toxic, hormone distrupting stuff in it, you owe it to yourself to try Tsi-La!",1/9/2012,1304,5,5.0,1,1,100.0
170405160,R1T2VY6OU9ZWDZ,16307366,170405160,4,0,N,True,0,Good hold and doesn't make your hair crunchy.,"I love this stuff because it has great hold and does not make your hair hard.  It sort of just holds it in place, but doesn't cause that cruddy crunchy gel effect.",8/5/2010,163,5,5.0,1,1,100.0
172939460,R2X7GD20X4O3FD,27049863,172939460,5,0,N,True,0,Colorful and EASY to use,These paints are colorful and really easy to use. They come with the option to paint like normal finger nail polishes OR you can flip them over and use the paint pen. The pen option works well for doing designs and nail art. I would buy some clear polish to help protect the designs though! The product is cute and worth the money.,1/9/2012,331,4,4.0,1,1,0.0
176030192,R1LULM2X8TI8ED,28442761,176030192,3,28,N,True,37,Not that different really!,"I have very naturally healthy and shiny, very straight dark hair, like that of the Native Amercans. My hair holds a curl very well. I already owned 2 different kinds of ceramic wavers and was looking for a more natural and less kinky kind of wave. This waver is ok, but not really what I expected. In my opinion it is not much different than the other wavers that are not described as DEEP wavers. I do hold Hot Tools brand in high regard from owning their products for numerous years. I would definitely take this deep waver over the other regular wavers, but wish I wouldn't have invested more money into the same kind of thing, more or less. I also do not like the dial adjustment used to set the temp on this because it is loose and changes on its own. I taped mine down so that it wouldn't accidentally set to a higher temp and burn my hair. Hope this is helpful.",2/26/2011,868,3,3.0,1,1,-100.0
176210327,R1WU7BE1XQNEDL,16103147,176210327,5,0,N,True,0,Five Stars,It works very well and I use it everyday!,7/18/2015,41,5,5.0,24,24,33.33
179801564,RAJQ4GKZOYYEQ,14531495,179801564,4,0,N,True,0,Like,I like it.,8/1/2015,10,4,4.0,36,36,47.22
179825588,R2H8DK5LN6DQY4,41006838,179825588,5,0,N,True,0,Best 10 bucks you'll spend,"Simply put. Youngest daughter wouldn't stop. tried everything. 2 days!!!! it's tastes horrid, and doesn't go away equals strong incentive not to put your thumb in there.",8/5/2010,169,1,3.0,1,1,-100.0
183434522,R2Q3CS8E9L60CP,42969401,183434522,5,6,N,False,7,Best product ever for natural hair care!,"I've been natural for about a month now and I've been trying products out in hopes to soften and moisturize my hair. This product was recommended by the natural hair community on you-tube so I decided to give it a try. Let's just say this will be in my hair care regimen for a very long time. Not only did it soften my 4a-4c hair texture which is as coarse as it gets, it also helps seal in moisture and the ingredients are all natural and essential. What can I say other than I'm in love with vatika!? Where has vatika been all my life??? This is a must buy if you want the feeling of baby soft hair!    Also I've read that this has thickenend, and grown hair faster than normal rates. I'll just have to sit back and wait for that experience...",3/11/2010,745,5,5.0,1,0,100.0
187812876,R2MUS5HPE1QSDI,2122540,187812876,5,0,N,True,0,Five Stars,i love it,7/15/2015,9,5,5.0,45,41,-6.67
190867408,RXLV05NEIO5IR,29198131,190867408,5,30,N,True,30,No ragged edges!,"Finally, a nail file that does the job the first time!  I had tried cheaper glass nail files (Revlon) and the abrasive surface wore off and it no longer worked.  The Opi file works great and has lasted.  I just reordered more as gifts.  Try it.",8/5/2010,244,5,5.0,1,1,100.0
191078035,R3H6T190118EXC,21428901,191078035,3,2,N,False,2,Only works if...,"I use this product along with conditioner and blowout serum. I got the Brazilian Blowout treatment in my hair and it's just phenomenal how I don't have to worry about my hair anymore. I do recommend the treatment before purchasing the shampoo, conditioner, and serum. After all, the only reason to purchase these outrageously expensive products is to maintain the treatment longer. I'm very happy with the treatment ($300-$600, depending on length), but I am not very happy with the products. They do leave a lot of dandruff. But if you paid for the Brazilian Blowout TREATMENT , might as well maintain it by using the correct products. I will only continue to purchase this product as long as I keep getting the Brazilian Blowout treatments.",8/5/2010,742,4,4.0,1,0,0.0
192639713,R1SILLB7SKD31S,32935558,192639713,5,1,N,True,1,good shave,I bought this razor for my Dad who decided to switch to electric shaving at age 97!  It works really great for him: shaves beautifully and is well designed.  You will not be disappointed with this shaver.,5/7/2010,204,5,5.0,1,1,100.0
194533684,R3HI72B832XFNQ,36676418,194533684,5,0,N,True,0,Five Stars,thanks,6/15/2015,6,5,5.0,60,39,3.33
195242894,R1F7LIIHU4TFQK,52792571,195242894,3,1,N,True,1,It works,"It works. just like the one it replaced.  First-time charging is quite slow, so be prepared.  Also the rubber coating on the last one of these I bought discolored quickly, and the one before that the coating became sticky after a while.  I am hoping this third one is better.",7/2/2011,275,3,3.0,1,1,-100.0
195677102,RYOOYLVIAHU2A,180659,195677102,3,1,N,True,1,Everything okay but.....!!,I found everything goes well except the plug. Why the left and right is opposite and I have to put the plug upside down for charging!!! Another flaw is the big noise.,8/31/2015,166,3,3.0,137,134,35.04
196041133,R3KD277RB5OGGF,24609384,196041133,3,0,N,True,0,Great blowdryer. it gets the job done,Great blowdryer. it gets the job done. the only thing i dislike is how it is not compatible with universal comb attachments. also as i blowdry my hair the attachment keeps falling off,8/28/2015,183,4,4.0,35,34,5.71
197856712,R1WXXPRNQWE7Y6,16209825,197856712,5,0,N,True,0,Perfect,Perfect,8/28/2015,7,5,5.0,312,298,15.71
199558933,RAFB06B3LOYF6,11913517,199558933,1,0,N,True,0,I previously had another blow dryer the same brand and was perfect. I'm not sure if it's this one that's ...,Blows air way too hot.  It actually burned my hair.  I previously had another blow dryer the same brand and was perfect.  I'm not sure if it's this one that's defective of they just don't make them like before.,6/12/2015,210,2,2.0,116,82,6.9
203997001,R1PRQY9FY5NEPH,14541473,203997001,5,2,N,True,2,Hydrience 014,"I was so glad to find my color online, because they no longer stock it in my area.<br />Thanks, the items was in great condition when it arrived. Cost a bit more than in the store (was about $8 each here).",8/5/2010,205,5,5.0,1,1,100.0
205419286,R9EP9RNIYLRI0,24009764,205419286,5,0,N,True,0,Great Item and Service,These pony tail holders are a good strong weight to hold my heavy hair without breaking hair. The item arrived in 3 days from across the country. It is just a described; good quality. This store is so great because they don't charge shipping fee. Other web sites charged a fee equal to or even more than the cost of the product! I recommend this store and the product.,5/7/2010,368,5,5.0,1,1,100.0
208298038,R2QQCGJD93KJYD,16887695,208298038,5,6,N,False,6,Wonderful.  Steamy. Affordable.  sets up in few mins.  excellent,"Sets up very easily and quickly. No tools needed.  Literally just a few minutes. I put in a bar stool to sit on and a towel over the vent holes. As others have said, the towel over the fresh air hole is needed in order to keep the steam in. I don't know why people complain about the air vent holes.  For 2 bucks you can buy a towel for them or for $2000 you can buy a different style of steam sauna.  Seriously folks, buy a towel.  Add a little aromatherapy salts and it is bliss!  Hard to find this kind of bliss for a mere 200 bucks. I get mine almost painfully hot in 30 mins then lower the temp, get in, and reset the timer.  The picture displayed is a little off as the door opens from one side and not down the middle as pictured.  No worries though.  It's nice.  I would buy it again.",2/26/2011,792,5,5.0,1,0,100.0
